"salary","years_exp","sex","bank_loan"
1309,10,"Man","No"
1340,16,"Man","No"
1754,14,"Woman","No"
1563,19,"Woman","No"
1400,13,"Man","No"
1826,24,"Woman","Yes"
1308,21,"Man","No"
1492,21,"Woman","No"
1233,18,"Woman","No"
1813,18,"Man","Yes"
1285,23,"Man","No"
2076,18,"Man","Yes"
1812,16,"Woman","No"
1487,21,"Woman","No"
1589,13,"Woman","No"
1437,26,"Man","Yes"
1523,11,"Man","No"
1000,19,"Woman","No"
1897,20,"Man","Yes"
1503,26,"Woman","Yes"
1660,13,"Man","No"
1615,18,"Woman","No"
1880,14,"Man","No"
889,14,"Man","No"
986,28,"Woman","No"
1126,22,"Man","No"
1940,6,"Woman","No"
1314,17,"Woman","No"
898,11,"Man","No"
1939,26,"Woman","Yes"
2094,11,"Woman","No"
1085,13,"Woman","No"
1329,16,"Woman","No"
1677,19,"Woman","No"
1475,15,"Woman","No"
1336,24,"Man","Yes"
1224,17,"Woman","No"
1739,18,"Man","Yes"
2103,9,"Woman","No"
1641,27,"Man","Yes"
1312,27,"Woman","No"
1614,37,"Woman","Yes"
1780,15,"Woman","No"
1428,25,"Woman","No"
1420,16,"Man","No"
1495,25,"Man","Yes"
1993,16,"Woman","No"
1294,15,"Woman","No"
1867,18,"Woman","No"
1121,11,"Woman","No"
1437,18,"Woman","No"
1327,21,"Man","No"
1635,22,"Man","Yes"
1802,23,"Man","Yes"
1207,19,"Woman","No"
1393,23,"Woman","No"
1870,18,"Woman","No"
1461,16,"Woman","No"
1453,17,"Woman","No"
1756,18,"Woman","No"
1349,24,"Woman","No"
1289,22,"Man","No"
1522,31,"Man","Yes"
1786,16,"Woman","No"
1445,20,"Woman","No"
1747,24,"Man","Yes"
1540,18,"Woman","No"
1847,25,"Man","Yes"
1404,18,"Man","No"
855,28,"Man","No"
1362,22,"Woman","No"
1302,19,"Man","No"
1895,32,"Man","Yes"
1135,23,"Woman","No"
1933,18,"Woman","No"
1737,19,"Woman","No"
1612,22,"Man","Yes"
1255,22,"Man","No"
929,29,"Man","No"
1521,24,"Man","Yes"
1236,20,"Man","No"
1670,24,"Woman","Yes"
1707,18,"Woman","No"
1702,21,"Man","Yes"
1840,8,"Man","No"
766,16,"Woman","No"
1299,28,"Man","Yes"
1719,19,"Man","Yes"
1375,21,"Woman","No"
770,22,"Man","No"
1396,22,"Woman","No"
1882,17,"Woman","No"
1312,13,"Woman","No"
1362,22,"Man","No"
1441,18,"Man","No"
1081,25,"Woman","No"
1261,20,"Woman","No"
1368,18,"Man","No"
2060,20,"Man","Yes"
1435,22,"Man","Yes"
1564,19,"Woman","No"
2030,21,"Woman","Yes"
1316,10,"Woman","No"
1677,13,"Woman","No"
1629,17,"Woman","No"
1348,26,"Woman","No"
1757,17,"Man","Yes"
1673,19,"Woman","No"
1974,23,"Woman","Yes"
1314,27,"Woman","No"
859,18,"Woman","No"
1203,20,"Man","No"
1629,19,"Man","Yes"
1964,16,"Woman","No"
1439,20,"Man","No"
1576,23,"Man","Yes"
1770,18,"Man","Yes"
1625,8,"Man","No"
1642,13,"Woman","No"
1039,16,"Woman","No"
1193,18,"Man","No"
1967,20,"Woman","Yes"
1542,12,"Man","No"
1421,23,"Man","Yes"
1525,17,"Man","No"
1821,12,"Man","No"
1163,22,"Man","No"
1769,22,"Woman","Yes"
1466,7,"Man","No"
1808,26,"Woman","Yes"
1404,17,"Woman","No"
1838,18,"Woman","No"
899,19,"Woman","No"
1654,15,"Man","No"
1708,19,"Man","Yes"
1528,26,"Woman","Yes"
2038,18,"Man","Yes"
1600,21,"Man","Yes"
1500,11,"Man","No"
1250,15,"Man","No"
1819,23,"Man","Yes"
727,15,"Woman","No"
960,21,"Woman","No"
899,19,"Man","No"
2043,7,"Man","No"
1175,23,"Woman","No"
1339,19,"Man","No"
1407,20,"Man","No"
1158,27,"Man","Yes"
1474,19,"Woman","No"
1856,17,"Man","Yes"
1247,16,"Woman","No"
1390,24,"Woman","No"
1885,18,"Woman","No"
896,14,"Man","No"
1359,20,"Woman","No"
1420,25,"Woman","No"
1537,15,"Woman","No"
1778,21,"Man","Yes"
1281,20,"Woman","No"
1180,18,"Man","No"
1224,22,"Woman","No"
1466,19,"Man","No"
1135,29,"Man","Yes"
1070,22,"Woman","No"
1827,18,"Man","Yes"
1647,18,"Man","No"
1271,22,"Woman","No"
1534,23,"Man","Yes"
1601,20,"Woman","No"
1602,11,"Man","No"
1172,17,"Man","No"
1440,23,"Woman","No"
1474,19,"Woman","No"
1412,17,"Man","No"
1853,26,"Woman","Yes"
1448,21,"Woman","No"
1664,22,"Woman","No"
1809,32,"Woman","Yes"
1300,16,"Woman","No"
1331,21,"Woman","No"
2007,21,"Man","Yes"
1294,13,"Man","No"
893,15,"Woman","No"
1128,11,"Woman","No"
1175,23,"Man","No"
1344,20,"Man","No"
1134,12,"Man","No"
1924,27,"Woman","Yes"
1733,21,"Woman","No"
1559,17,"Woman","No"
1288,29,"Woman","No"
1207,19,"Man","No"
1591,21,"Woman","No"
1801,18,"Woman","No"
1187,15,"Woman","No"
1803,19,"Man","Yes"
1617,22,"Man","Yes"
1503,22,"Woman","No"
1535,12,"Man","No"
1300,20,"Woman","No"
1309,23,"Man","No"
1366,27,"Man","Yes"
1393,20,"Woman","No"
1691,24,"Woman","Yes"
1801,16,"Man","Yes"
1133,22,"Man","No"
1430,7,"Woman","No"
915,17,"Man","No"
1724,20,"Man","Yes"
1603,22,"Woman","No"
1499,12,"Man","No"
1714,30,"Woman","Yes"
1311,17,"Man","No"
1431,24,"Woman","No"
1793,19,"Woman","No"
1747,22,"Man","Yes"
1452,23,"Man","Yes"
1659,25,"Man","Yes"
1661,22,"Woman","No"
1879,21,"Woman","Yes"
1422,18,"Woman","No"
1623,18,"Man","No"
1716,11,"Man","No"
1327,19,"Woman","No"
2152,13,"Woman","No"
1638,22,"Man","Yes"
1340,22,"Man","No"
1758,22,"Man","Yes"
1666,20,"Woman","No"
1702,20,"Man","Yes"
1769,12,"Man","No"
1285,17,"Woman","No"
1422,16,"Woman","No"
1101,29,"Woman","No"
1675,17,"Woman","No"
1685,21,"Woman","No"
1391,20,"Man","No"
1658,14,"Woman","No"
1170,17,"Man","No"
1701,9,"Man","No"
1019,23,"Man","No"
1283,19,"Woman","No"
1128,17,"Woman","No"
1384,22,"Man","No"
1226,15,"Man","No"
1091,17,"Man","No"
1422,16,"Woman","No"
1864,19,"Woman","No"
1474,16,"Man","No"
1700,15,"Woman","No"
2038,27,"Man","Yes"
2030,17,"Man","Yes"
1433,21,"Man","No"
2001,26,"Man","Yes"
1599,24,"Woman","No"
1287,13,"Woman","No"
2058,19,"Man","Yes"
1810,11,"Man","No"
2300,10,"Woman","No"
1589,15,"Woman","No"
1406,21,"Man","No"
1709,32,"Woman","Yes"
1795,24,"Woman","Yes"
1264,16,"Man","No"
1613,20,"Woman","No"
1273,27,"Woman","No"
1689,22,"Woman","No"
1889,19,"Man","Yes"
1225,9,"Woman","No"
1317,22,"Man","No"
1980,16,"Woman","No"
1627,24,"Man","Yes"
1851,21,"Man","Yes"
1249,29,"Man","Yes"
1718,19,"Man","Yes"
1277,18,"Woman","No"
2122,17,"Man","Yes"
1673,27,"Man","Yes"
1770,27,"Woman","Yes"
920,23,"Man","No"
1385,16,"Man","No"
1561,15,"Woman","No"
1710,27,"Woman","Yes"
1041,14,"Man","No"
1413,14,"Man","No"
1578,26,"Man","Yes"
2014,20,"Man","Yes"
1365,21,"Woman","No"
1283,10,"Man","No"
1558,20,"Woman","No"
1644,15,"Woman","No"
1364,15,"Woman","No"
1142,12,"Man","No"
1494,10,"Woman","No"
917,19,"Man","No"
1476,21,"Woman","No"
1202,15,"Man","No"
1620,16,"Woman","No"
1797,13,"Man","No"
1565,21,"Woman","No"
1646,28,"Woman","Yes"
1744,20,"Man","Yes"
1124,20,"Man","No"
1847,12,"Woman","No"
2545,16,"Woman","Yes"
1234,14,"Man","No"
1492,24,"Man","Yes"
1304,25,"Woman","No"
1654,13,"Man","No"
966,25,"Woman","No"
1737,20,"Man","Yes"
1518,19,"Woman","No"
1713,13,"Man","No"
1193,12,"Man","No"
1980,14,"Woman","No"
1641,29,"Woman","Yes"
1635,22,"Woman","No"
1794,5,"Man","No"
1618,19,"Woman","No"
1731,18,"Man","Yes"
1643,25,"Woman","Yes"
1344,16,"Man","No"
1217,23,"Man","No"
1093,26,"Man","No"
2132,23,"Man","Yes"
2016,19,"Woman","Yes"
1391,18,"Man","No"
1471,14,"Woman","No"
1668,18,"Woman","No"
1566,21,"Man","Yes"
1431,20,"Woman","No"
1486,14,"Man","No"
1472,11,"Man","No"
1791,24,"Woman","Yes"
1573,26,"Woman","Yes"
1291,11,"Man","No"
1293,10,"Man","No"
1409,20,"Woman","No"
1398,29,"Man","Yes"
938,21,"Man","No"
1443,19,"Woman","No"
1177,19,"Man","No"
1189,13,"Woman","No"
1575,29,"Man","Yes"
1910,14,"Woman","No"
1041,21,"Man","No"
1367,21,"Man","No"
1482,23,"Man","Yes"
1933,25,"Man","Yes"
1565,14,"Woman","No"
1566,18,"Woman","No"
1670,22,"Man","Yes"
1070,18,"Woman","No"
1573,29,"Man","Yes"
1786,17,"Woman","No"
1959,12,"Woman","No"
1505,32,"Woman","Yes"
1362,15,"Man","No"
1380,23,"Man","Yes"
1522,18,"Man","No"
1549,22,"Woman","No"
1690,31,"Woman","Yes"
1388,19,"Man","No"
1765,21,"Man","Yes"
1656,24,"Man","Yes"
1640,24,"Woman","Yes"
1536,21,"Woman","No"
1333,22,"Woman","No"
1165,15,"Man","No"
1598,12,"Woman","No"
1541,24,"Man","Yes"
1182,20,"Woman","No"
1600,27,"Woman","Yes"
1441,17,"Man","No"
1935,20,"Man","Yes"
1760,23,"Woman","Yes"
2171,18,"Woman","Yes"
1188,23,"Man","No"
1615,17,"Woman","No"
1472,24,"Man","Yes"
1878,28,"Woman","Yes"
1030,22,"Woman","No"
1558,18,"Woman","No"
1064,19,"Woman","No"
1578,31,"Woman","Yes"
1539,7,"Woman","No"
1651,7,"Woman","No"
1388,9,"Woman","No"
1649,14,"Woman","No"
1530,20,"Woman","No"
1548,19,"Man","No"
1319,11,"Man","No"
1288,17,"Woman","No"
1643,9,"Woman","No"
1019,26,"Woman","No"
1672,18,"Man","Yes"
1254,26,"Man","Yes"
1659,26,"Woman","Yes"
1462,10,"Man","No"
1255,20,"Woman","No"
848,24,"Man","No"
1664,27,"Woman","Yes"
1118,18,"Man","No"
1928,26,"Woman","Yes"
1266,19,"Woman","No"
1625,24,"Woman","Yes"
1265,15,"Woman","No"
1684,26,"Woman","Yes"
1763,15,"Woman","No"
1710,19,"Man","Yes"
1334,25,"Man","Yes"
1061,17,"Woman","No"
1345,22,"Man","No"
1272,17,"Man","No"
1601,24,"Woman","No"
1121,14,"Woman","No"
1481,24,"Man","Yes"
1278,24,"Man","No"
1205,22,"Man","No"
1129,18,"Woman","No"
1737,27,"Man","Yes"
1604,22,"Man","Yes"
1909,27,"Woman","Yes"
1540,19,"Woman","No"
1457,21,"Man","No"
1605,10,"Woman","No"
1306,25,"Woman","No"
1010,17,"Man","No"
1638,23,"Woman","No"
1196,13,"Woman","No"
1058,24,"Woman","No"
2140,25,"Woman","Yes"
1722,13,"Man","No"
1107,18,"Man","No"
1615,20,"Woman","No"
2114,20,"Woman","Yes"
1899,24,"Man","Yes"
2201,17,"Woman","Yes"
1635,20,"Man","Yes"
1151,27,"Woman","No"
1921,27,"Woman","Yes"
2058,25,"Woman","Yes"
1356,27,"Woman","No"
963,28,"Woman","No"
1768,33,"Man","Yes"
1447,19,"Man","No"
713,22,"Man","No"
563,21,"Woman","No"
1274,21,"Man","No"
1381,25,"Man","Yes"
1736,23,"Man","Yes"
1658,20,"Man","Yes"
1647,15,"Woman","No"
1782,22,"Woman","Yes"
1441,20,"Man","No"
1716,20,"Man","Yes"
1291,21,"Woman","No"
1902,13,"Man","No"
1443,18,"Man","No"
1813,24,"Man","Yes"
1039,16,"Woman","No"
1335,23,"Woman","No"
1951,12,"Woman","No"
1337,23,"Woman","No"
1141,22,"Man","No"
1986,30,"Man","Yes"
1446,18,"Woman","No"
1604,16,"Man","No"
1036,23,"Woman","No"
1131,19,"Woman","No"
1721,17,"Man","No"
2176,15,"Man","Yes"
1462,17,"Man","No"
1812,10,"Woman","No"
1984,12,"Woman","No"
1545,22,"Man","Yes"
1627,11,"Woman","No"
1356,15,"Woman","No"
1901,24,"Woman","Yes"
1560,21,"Woman","No"
1588,19,"Man","No"
1377,19,"Man","No"
1580,17,"Man","No"
1418,28,"Woman","Yes"
2042,17,"Man","Yes"
1550,26,"Woman","Yes"
1435,11,"Man","No"
1240,19,"Man","No"
1712,22,"Woman","No"
2060,18,"Woman","Yes"
2000,19,"Man","Yes"
1613,21,"Woman","No"
1986,30,"Man","Yes"
1639,24,"Woman","Yes"
1675,12,"Man","No"
1528,22,"Man","Yes"
2122,24,"Man","Yes"
1437,16,"Woman","No"
1048,21,"Man","No"
1718,21,"Man","Yes"
1893,26,"Woman","Yes"
1415,16,"Man","No"
1955,19,"Man","Yes"
1404,10,"Man","No"
1209,26,"Woman","No"
869,21,"Man","No"
1039,26,"Man","No"
1506,11,"Man","No"
1446,15,"Man","No"
1841,24,"Woman","Yes"
1632,26,"Woman","Yes"
1303,13,"Man","No"
1313,10,"Man","No"
946,8,"Woman","No"
1865,12,"Woman","No"
1757,24,"Man","Yes"
1920,22,"Man","Yes"
1692,20,"Woman","No"
1641,15,"Man","No"
1609,12,"Man","No"
1431,22,"Man","Yes"
1636,18,"Woman","No"
1471,20,"Woman","No"
1326,16,"Man","No"
1449,14,"Man","No"
1534,23,"Man","Yes"
1079,29,"Man","Yes"
1274,15,"Man","No"
1414,25,"Woman","No"
821,19,"Woman","No"
1380,24,"Woman","No"
1376,18,"Woman","No"
1915,16,"Woman","No"
1557,20,"Woman","No"
1688,19,"Woman","No"
1950,19,"Man","Yes"
1284,16,"Woman","No"
1756,10,"Man","No"
2012,19,"Woman","Yes"
1207,14,"Man","No"
646,12,"Woman","No"
1215,23,"Woman","No"
1442,17,"Man","No"
1551,14,"Woman","No"
1019,22,"Man","No"
1604,21,"Man","Yes"
1391,23,"Woman","No"
1827,29,"Woman","Yes"
1147,27,"Man","Yes"
1013,15,"Man","No"
1350,24,"Woman","No"
2285,15,"Woman","Yes"
820,16,"Man","No"
1573,20,"Woman","No"
1408,16,"Woman","No"
1656,18,"Man","No"
1183,18,"Man","No"
1456,21,"Man","No"
1569,22,"Woman","No"
1647,16,"Woman","No"
986,20,"Man","No"
1675,17,"Man","No"
2311,21,"Man","Yes"
1734,14,"Woman","No"
1243,10,"Man","No"
1697,16,"Woman","No"
2233,24,"Man","Yes"
1262,18,"Woman","No"
1441,20,"Woman","No"
977,25,"Woman","No"
1266,17,"Man","No"
1541,27,"Man","Yes"
828,21,"Man","No"
1477,15,"Woman","No"
1195,18,"Man","No"
1164,22,"Man","No"
1467,22,"Man","Yes"
1798,20,"Woman","No"
1431,20,"Man","No"
1669,17,"Woman","No"
1607,17,"Woman","No"
2035,22,"Woman","Yes"
1576,20,"Woman","No"
1235,25,"Woman","No"
1115,23,"Woman","No"
1661,20,"Man","Yes"
1975,25,"Man","Yes"
970,21,"Woman","No"
1587,25,"Man","Yes"
2131,26,"Woman","Yes"
1368,16,"Man","No"
1548,19,"Man","No"
1537,12,"Woman","No"
1485,31,"Man","Yes"
1223,25,"Man","No"
1031,27,"Man","No"
1386,20,"Woman","No"
1403,15,"Woman","No"
1404,27,"Woman","No"
1605,19,"Man","Yes"
1171,16,"Man","No"
1838,22,"Woman","Yes"
1795,23,"Woman","Yes"
666,15,"Woman","No"
1346,11,"Woman","No"
1244,15,"Man","No"
1655,14,"Woman","No"
1676,21,"Man","Yes"
1761,20,"Woman","No"
1257,15,"Woman","No"
1560,10,"Woman","No"
1285,22,"Man","No"
998,15,"Woman","No"
1560,20,"Woman","No"
1443,18,"Man","No"
1646,22,"Man","Yes"
1754,21,"Man","Yes"
1558,23,"Woman","No"
1741,13,"Woman","No"
1348,18,"Woman","No"
1227,22,"Man","No"
1280,18,"Man","No"
1150,17,"Woman","No"
1431,17,"Man","No"
1738,16,"Woman","No"
1935,24,"Woman","Yes"
1793,13,"Woman","No"
1299,19,"Woman","No"
1005,26,"Woman","No"
2251,24,"Woman","Yes"
1476,17,"Woman","No"
1679,11,"Man","No"
1396,31,"Woman","Yes"
1811,17,"Woman","No"
1488,19,"Woman","No"
959,20,"Woman","No"
1858,31,"Man","Yes"
1262,25,"Woman","No"
1562,22,"Woman","No"
2143,23,"Woman","Yes"
1582,20,"Man","Yes"
1851,17,"Woman","No"
1752,26,"Woman","Yes"
1745,29,"Woman","Yes"
1961,19,"Man","Yes"
1372,21,"Woman","No"
1912,32,"Woman","Yes"
1466,20,"Woman","No"
1863,16,"Woman","No"
1809,13,"Man","No"
1180,16,"Man","No"
1437,22,"Man","Yes"
1866,25,"Woman","Yes"
1069,16,"Woman","No"
1894,18,"Man","Yes"
1700,25,"Woman","Yes"
1339,15,"Man","No"
2176,16,"Woman","Yes"
1000,15,"Man","No"
1774,7,"Man","No"
1704,26,"Man","Yes"
1978,11,"Woman","No"
1250,29,"Man","Yes"
1197,15,"Man","No"
1067,18,"Man","No"
1662,19,"Woman","No"
1593,19,"Man","No"
1430,17,"Man","No"
1418,19,"Woman","No"
2033,25,"Woman","Yes"
1802,15,"Man","No"
1523,18,"Man","No"
1283,10,"Man","No"
979,23,"Man","No"
1042,20,"Woman","No"
1671,18,"Woman","No"
1386,14,"Man","No"
1548,17,"Man","No"
1791,14,"Woman","No"
1354,27,"Woman","No"
1822,23,"Woman","Yes"
1638,21,"Man","Yes"
1746,29,"Woman","Yes"
1419,18,"Woman","No"
1636,16,"Man","No"
1533,17,"Woman","No"
1732,23,"Woman","Yes"
1347,24,"Man","Yes"
1345,10,"Woman","No"
1166,28,"Man","Yes"
1358,18,"Woman","No"
1010,20,"Woman","No"
1600,25,"Woman","Yes"
1669,24,"Man","Yes"
859,20,"Man","No"
1036,24,"Woman","No"
1868,23,"Man","Yes"
1339,14,"Woman","No"
1485,20,"Woman","No"
1110,20,"Man","No"
1287,29,"Woman","No"
1577,17,"Man","No"
1260,8,"Man","No"
1156,25,"Man","No"
1547,21,"Man","Yes"
1587,16,"Man","No"
1835,29,"Man","Yes"
1663,15,"Woman","No"
1382,32,"Woman","Yes"
1525,24,"Woman","No"
1555,25,"Woman","Yes"
1403,18,"Man","No"
1826,14,"Woman","No"
1493,21,"Woman","No"
1279,19,"Man","No"
1304,16,"Woman","No"
2207,15,"Man","Yes"
1658,18,"Man","No"
1551,28,"Man","Yes"
1092,17,"Woman","No"
1447,17,"Woman","No"
1780,22,"Woman","Yes"
1404,28,"Man","Yes"
1312,18,"Man","No"
1510,28,"Woman","Yes"
1175,16,"Woman","No"
1239,19,"Man","No"
1276,25,"Woman","No"
1536,18,"Man","No"
1559,23,"Woman","No"
1116,20,"Man","No"
1395,13,"Man","No"
1376,19,"Man","No"
1423,29,"Man","Yes"
1821,21,"Woman","Yes"
1610,28,"Man","Yes"
1069,21,"Man","No"
1398,21,"Man","No"
1647,16,"Woman","No"
1580,17,"Man","No"
2006,15,"Man","Yes"
1645,13,"Woman","No"
1112,28,"Woman","No"
1656,24,"Man","Yes"
1329,22,"Woman","No"
1925,19,"Woman","Yes"
1760,21,"Woman","No"
1504,22,"Man","Yes"
2079,8,"Man","No"
1311,20,"Man","No"
1715,30,"Man","Yes"
1382,15,"Man","No"
1392,11,"Man","No"
2164,20,"Man","Yes"
1331,16,"Man","No"
1254,14,"Woman","No"
1602,25,"Woman","Yes"
1266,14,"Man","No"
1754,17,"Woman","No"
1482,24,"Man","Yes"
778,23,"Woman","No"
1669,18,"Man","Yes"
1735,13,"Man","No"
1101,23,"Man","No"
956,23,"Man","No"
1463,17,"Woman","No"
1422,23,"Man","Yes"
1707,11,"Man","No"
2118,41,"Woman","Yes"
1651,21,"Woman","No"
1767,13,"Man","No"
1385,22,"Man","No"
1875,26,"Man","Yes"
1386,29,"Woman","Yes"
1913,16,"Woman","No"
1538,19,"Woman","No"
1438,19,"Man","No"
1384,21,"Woman","No"
1109,23,"Woman","No"
1723,18,"Man","Yes"
1351,16,"Man","No"
2083,18,"Man","Yes"
1113,22,"Woman","No"
1941,13,"Man","No"
1676,19,"Woman","No"
1795,18,"Man","Yes"
1070,22,"Man","No"
1359,14,"Woman","No"
1710,26,"Man","Yes"
1714,24,"Man","Yes"
1759,21,"Man","Yes"
1603,10,"Woman","No"
1431,17,"Man","No"
1595,26,"Man","Yes"
1299,18,"Man","No"
1274,25,"Man","Yes"
1255,19,"Man","No"
1313,14,"Man","No"
1763,11,"Woman","No"
1622,10,"Woman","No"
1330,12,"Woman","No"
1226,22,"Woman","No"
2162,14,"Woman","No"
1851,24,"Woman","Yes"
1559,25,"Man","Yes"
1791,23,"Man","Yes"
1769,24,"Woman","Yes"
1644,17,"Man","No"
1701,18,"Woman","No"
2134,28,"Woman","Yes"
1965,23,"Woman","Yes"
1417,16,"Woman","No"
1654,24,"Man","Yes"
1341,28,"Woman","No"
1975,21,"Man","Yes"
1427,18,"Woman","No"
1719,19,"Man","Yes"
1106,25,"Woman","No"
1788,15,"Man","No"
1599,19,"Man","No"
1304,12,"Man","No"
1332,12,"Woman","No"
1320,8,"Woman","No"
1290,24,"Man","No"
1738,24,"Woman","Yes"
1669,16,"Woman","No"
1066,6,"Woman","No"
1734,19,"Woman","No"
1997,17,"Man","Yes"
1399,19,"Man","No"
2260,14,"Man","Yes"
1458,29,"Woman","Yes"
1343,26,"Woman","No"
1548,15,"Woman","No"
1159,24,"Man","No"
1658,17,"Man","No"
1652,18,"Woman","No"
1578,17,"Man","No"
1291,26,"Man","Yes"
1220,18,"Man","No"
1692,17,"Man","No"
1836,23,"Man","Yes"
1256,21,"Man","No"
1662,22,"Woman","No"
1076,14,"Woman","No"
1442,22,"Man","Yes"
1182,22,"Woman","No"
1231,24,"Woman","No"
1266,15,"Woman","No"
1370,22,"Woman","No"
703,27,"Man","No"
1510,15,"Man","No"
1525,17,"Woman","No"
1500,20,"Man","No"
1419,5,"Man","No"
1253,25,"Man","Yes"
1704,19,"Man","Yes"
1871,29,"Man","Yes"
1315,16,"Man","No"
2054,24,"Woman","Yes"
1473,15,"Man","No"
1892,17,"Man","Yes"
1194,19,"Woman","No"
2090,15,"Woman","No"
1413,22,"Woman","No"
1628,13,"Woman","No"
1444,10,"Woman","No"
1338,14,"Man","No"
1821,16,"Woman","No"
2047,21,"Woman","Yes"
1747,21,"Woman","No"
1100,14,"Woman","No"
1266,26,"Man","Yes"
1360,23,"Man","No"
978,16,"Woman","No"
991,20,"Man","No"
1411,18,"Woman","No"
1103,22,"Woman","No"
1108,24,"Man","No"
1623,15,"Man","No"
893,23,"Woman","No"
1171,14,"Man","No"
1394,20,"Man","No"
1300,20,"Woman","No"
1544,31,"Woman","Yes"
1906,28,"Man","Yes"
1775,17,"Woman","No"
1481,20,"Man","No"
1539,27,"Man","Yes"
1099,13,"Man","No"
1700,12,"Man","No"
1203,17,"Man","No"
1543,16,"Woman","No"
1560,22,"Woman","No"
1291,15,"Woman","No"
1144,20,"Man","No"
1176,23,"Woman","No"
1382,24,"Man","Yes"
1507,26,"Man","Yes"
1539,12,"Woman","No"
1132,13,"Man","No"
1598,20,"Woman","No"
1568,23,"Man","Yes"
1448,18,"Man","No"
1527,28,"Man","Yes"
2040,19,"Man","Yes"
1521,23,"Woman","No"
1406,17,"Woman","No"
1528,26,"Woman","Yes"
1791,24,"Woman","Yes"
1338,25,"Man","Yes"
1539,17,"Woman","No"
1460,24,"Woman","No"
1204,24,"Man","No"
1288,28,"Woman","No"
1139,25,"Man","No"
1418,16,"Man","No"
1113,23,"Woman","No"
1790,19,"Woman","No"
1458,18,"Man","No"
1353,17,"Man","No"
1553,20,"Woman","No"
1415,25,"Man","Yes"
1839,28,"Woman","Yes"
1433,15,"Man","No"
1878,11,"Woman","No"
1622,14,"Woman","No"
1912,15,"Man","Yes"
1530,26,"Man","Yes"
1857,23,"Man","Yes"
2031,31,"Woman","Yes"
1190,12,"Woman","No"
1297,27,"Woman","No"
1707,23,"Man","Yes"
1592,15,"Woman","No"
2111,28,"Woman","Yes"
1393,21,"Woman","No"
1686,17,"Man","No"
1403,29,"Woman","Yes"
1409,17,"Man","No"
1778,21,"Woman","No"
1611,26,"Woman","Yes"
1823,22,"Woman","Yes"
1261,21,"Man","No"
1721,25,"Man","Yes"
1376,20,"Woman","No"
1318,22,"Woman","No"
1531,19,"Man","No"
1806,16,"Man","Yes"
1077,10,"Man","No"
1523,24,"Woman","No"
1519,8,"Man","No"
1557,18,"Man","No"
1946,19,"Woman","Yes"
1587,13,"Man","No"
1857,18,"Man","Yes"
1291,14,"Man","No"
1601,20,"Woman","No"
1585,24,"Woman","No"
1843,14,"Man","No"
1527,14,"Woman","No"
1187,30,"Woman","No"
1519,20,"Man","No"
1320,23,"Man","No"
1678,15,"Woman","No"
1283,20,"Woman","No"
1470,20,"Man","No"
2134,22,"Woman","Yes"
1225,14,"Woman","No"
1878,25,"Man","Yes"
1761,21,"Man","Yes"
1301,21,"Woman","No"
1719,21,"Woman","No"
1636,13,"Man","No"
1635,15,"Woman","No"
1084,26,"Man","No"
1567,20,"Woman","No"
1319,15,"Man","No"
1094,21,"Woman","No"
1263,19,"Man","No"
1501,18,"Woman","No"
1311,15,"Man","No"
1551,24,"Woman","No"
1134,17,"Man","No"
1709,19,"Man","Yes"
1120,20,"Woman","No"
1479,19,"Woman","No"
1760,15,"Woman","No"
2234,21,"Man","Yes"
1598,18,"Man","No"
1939,18,"Woman","No"
1615,16,"Man","No"
1267,20,"Woman","No"
1331,13,"Woman","No"
1472,26,"Man","Yes"
1538,13,"Man","No"
1286,15,"Woman","No"
1776,21,"Man","Yes"
2290,19,"Man","Yes"
1735,22,"Woman","Yes"
914,20,"Man","No"
1343,17,"Woman","No"
1640,27,"Man","Yes"
1510,17,"Man","No"
1742,13,"Man","No"
886,19,"Man","No"
1930,19,"Man","Yes"
998,8,"Woman","No"
1612,19,"Man","Yes"
1768,11,"Man","No"
1363,27,"Man","Yes"
1447,21,"Man","No"
1536,17,"Man","No"
720,19,"Woman","No"
1551,18,"Man","No"
1393,11,"Man","No"
767,20,"Woman","No"
1702,16,"Woman","No"
1292,25,"Man","Yes"
1208,19,"Woman","No"
1793,18,"Man","Yes"
1879,23,"Woman","Yes"
1877,26,"Woman","Yes"
1163,28,"Woman","No"
1569,10,"Man","No"
1743,21,"Woman","No"
1895,24,"Woman","Yes"
1913,14,"Man","Yes"
1173,20,"Man","No"
1665,31,"Man","Yes"
1683,19,"Man","Yes"
1004,18,"Woman","No"
1441,14,"Woman","No"
1356,25,"Woman","No"
1421,19,"Man","No"
1688,26,"Woman","Yes"
1613,22,"Woman","No"
1408,28,"Man","Yes"
1176,7,"Man","No"
1772,31,"Woman","Yes"
1860,25,"Man","Yes"
1207,19,"Man","No"
1648,12,"Woman","No"
991,17,"Man","No"
1333,30,"Woman","Yes"
1793,21,"Woman","Yes"
1727,22,"Woman","Yes"
1073,13,"Man","No"
1463,24,"Woman","No"
1228,25,"Man","No"
1175,18,"Man","No"
1576,24,"Woman","No"
1519,21,"Woman","No"
1341,16,"Woman","No"
1666,14,"Woman","No"
1515,12,"Man","No"
1259,24,"Man","No"
1907,21,"Woman","Yes"
1604,29,"Woman","Yes"
1204,29,"Man","Yes"
1198,25,"Man","No"
1627,20,"Man","Yes"
1307,25,"Man","Yes"
1464,12,"Woman","No"
1726,19,"Woman","No"
1477,21,"Man","No"
1760,16,"Woman","No"
1905,31,"Woman","Yes"
